Posted_On,BHK,Rent,Size_,Floor_,Area_Locality,City,Furnishing,Tenant_Preferred,Bathroom,Point_of_Contact
2022-06-03,2,8500,1050,1 out of 2,Hydershakote,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-09,3,12000,1200,2 out of 3,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-31,3,15000,1500,4 out of 5,KBR Laxmi Residency,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-06,1,3000,100,1 out of 2,New Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-02,3,52000,1742,23 out of 35,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent
2022-07-08,2,9500,650,3 out of 4,in Kushaiguda,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,46000,2235,Ground out of 10,Gachibowli,Hyderabad,Unfurnished,Family,5,Contact Agent
2022-07-08,2,12000,1000,1 out of 3,"Gouri Shankar Nagar Colony, Banjara Hills",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-20,2,8000,175,1 out of 3,"Old Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,9000,160,Ground out of 2,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-20,2,10000,1200,2 out of 3,"Jillelguda, Medbowli",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-05-26,2,39000,1283,5 out of 34,Gachibowli,Hyderabad,Unfurnished,Bachelors,2,Contact Agent
2022-05-22,1,9000,600,1 out of 3,"Domalguda, Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-07-10,4,120000,3455,12 out of 17,Madhapur,Hyderabad,Semi-Furnished,Family,4,Contact Agent
2022-06-29,3,25000,1500,1 out of 2,"Ayodhya Nagar, Quthbullapur",Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-07-06,1,14000,540,1 out of 5,Kondapur,Hyderabad,Unfurnished,Bachelors,1,Contact Agent
2022-06-30,1,6000,500,2 out of 2,"Lalaguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-14,2,15000,1100,1 out of 4,"Dilsukh Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-24,2,8000,1350,1 out of 2,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-05-06,1,6000,400,2 out of 2,Shamshabad,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-08,2,10000,120,Ground out of 2,"Vanasthalipuram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,3,35000,3050,Ground out of 2,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-12,2,16000,400,Ground out of 2,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-07-02,2,14000,800,1 out of 4,Dr A.S. Rao Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-02,2,10000,90,Ground out of 3,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-25,1,7000,500,1 out of 4,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-16,2,8000,1150,1 out of 4,Kistareddypet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-04-30,3,22000,1700,2 out of 3,"Vahini nagar, Karkhana, Hyderabad road no 2a",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-02,2,12000,1000,3 out of 5,Nadeem Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,10000,1100,1 out of 4,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-28,3,15000,1360,6 out of 8,Badesahebguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-29,1,6500,400,1 out of 2,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-02,2,25000,1150,1 out of 4,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-25,2,12000,700,1 out of 5,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-21,1,9000,100,Upper Basement out of 4,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-05,2,7000,800,Ground out of 1,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-07-02,2,20000,500,1 out of 5,East Nehru Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,9000,900,1 out of 3,"Ramanthapur, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-25,3,30000,1500,3 out of 4,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-05,3,15500,1600,1 out of 4,Madhura Nagar,Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-05-27,2,10500,1300,1 out of 3,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-15,3,16000,1305,2 out of 5,Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,1,6000,400,1 out of 2,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,2,15000,600,1 out of 2,"Khaja Guda, Outer Ring Road",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-06-15,2,21000,1130,3 out of 5,"Hyder Nagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-07-06,4,400000,7000,Lower Basement out of 2,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,6,Contact Agent
2022-07-05,1,9000,890,4 out of 5,Ameenpur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-14,3,30000,1606,9 out of 19,Peeramcheru,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-12,1,6500,650,Ground out of 3,"Quthbullapur, NH 7",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-28,2,6000,600,3 out of 4,"Vanasthalipuram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-06,2,45000,1350,20 out of 35,Gachibowli,Hyderabad,Furnished,Bachelors,2,Contact Agent
2022-06-28,2,15000,1050,1 out of 4,"Venkata Ramana Colony, Nagole",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-22,2,16000,1600,1 out of 2,Old Alwal,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-05-12,3,22000,1840,3 out of 6,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-12,2,12000,1100,5 out of 6,Serilingampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,13000,800,2 out of 3,Qutub Shahi Tombs,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,10000,800,Ground out of 3,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-20,2,15000,1100,1 out of 5,"Boduppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,3,15000,2000,Ground out of 1,"Bongloor, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-12,1,9000,750,2 out of 5,Balanagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,3,20000,1650,3 out of 5,"Pocharam, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-01,2,6500,600,2 out of 2,"Vanasthalipuram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-21,3,45000,2352,1 out of 5,Gachibowli,Hyderabad,Semi-Furnished,Family,4,Contact Owner
2022-07-05,3,42000,2671,2 out of 14,Whitefields,Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-05-20,2,12000,550,1 out of 4,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,3,24000,1700,1 out of 5,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner
2022-05-12,2,16000,1050,2 out of 2,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-07,6,20000,2400,Ground out of 1,"Mallikarjuna Nagar, Secunderabad",Hyderabad,Unfurnished,Family,4,Contact Owner
2022-07-02,2,15000,800,1 out of 2,Vijaya Puri Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,15000,1000,2 out of 3,"Koti, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,8000,1100,2 out of 3,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,1,6500,160,Ground out of 1,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-09,2,22000,1230,5 out of 5,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Family,2,Contact Owner
2022-05-12,1,6200,500,Ground out of 5,Ram nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,1,9000,300,2 out of 4,Begumpet,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
2022-06-04,2,9000,1156,Ground out of 2,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-05-12,2,15000,1100,2 out of 4,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-14,2,15000,1250,3 out of 4,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-12,3,15000,900,1,"Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-16,1,6800,650,2 out of 3,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,1,5000,350,2 out of 3,Attapur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,2,12000,1500,Ground out of 3,Akhilandeswari Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,12000,100,Ground out of 3,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,12000,900,2 out of 4,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-03,2,18000,990,3 out of 3,"Somajiguda, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-06-21,3,25000,1700,5 out of 5,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-28,2,15000,900,3 out of 6,"Moosarambagh, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-05-14,3,23000,1700,2 out of 5,Hyderabad,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-20,2,10500,1050,Ground out of 3,Hastinapuram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-10,3,37000,1550,3 out of 5,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-12,2,16000,1050,1 out of 2,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,3,25000,1600,4 out of 5,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-29,2,14000,1250,1 out of 4,Ram Bagh Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,10000,700,3 out of 4,Old Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-12,2,12500,1100,2 out of 3,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,15000,850,3 out of 5,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-25,3,35000,1700,2 out of 3,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner
2022-05-09,3,30000,1800,1 out of 5,Raj Bhawan Road,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2022-05-16,1,8000,520,3 out of 5,"New Boiguda, Boiguda",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-12,2,7000,800,Ground out of 1,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,1,5500,67,Ground out of 1,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-12,1,5000,500,2 out of 3,"Peerzadiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,2,8500,1060,2 out of 5,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,8000,900,Ground out of 2,"Uppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
2022-05-12,2,16000,1650,Ground out of 3,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-12,2,7500,800,2 out of 4,Meerpet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,6,35000,3400,Ground out of 2,Rampally,Hyderabad,Unfurnished,Bachelors/Family,7,Contact Owner
2022-07-06,3,8000,1100,2 out of 5,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-21,2,45000,1492,4 out of 31,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-06,3,9000,1100,1 out of 4,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-14,4,60000,2990,3 out of 13,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-21,3,70000,2780,4 out of 26,Nanakram Guda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-02,2,9000,1100,1 out of 2,Aminpur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,11000,90,Ground out of 5,Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-25,2,5800,760,1 out of 2,Ali Bagh Kala pather,Hyderabad,Unfurnished,Family,2,Contact Owner
2022-05-06,1,9000,600,Ground out of 4,Yeshwanthpur,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
2022-05-28,2,18000,940,6 out of 10,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-06,3,45000,1742,24 out of 33,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,3,Contact Agent
2022-06-02,3,55000,2000,Ground out of 12,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-25,1,9500,800,3 out of 4,"Yousufguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-06,3,35000,1800,1 out of 3,Deepthisri nagar colony,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2022-05-07,2,7500,1350,Ground out of 1,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-20,3,25000,1685,Ground out of 5,"Pocharam, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2022-05-16,2,12500,1250,Ground out of 2,"Quthbullapur, NH 7",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-07-05,3,22000,1800,1 out of 2,Old Bowenpally,Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-06-25,2,7500,853,4 out of 5,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,42000,2000,4 out of 17,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,3,Contact Agent
2022-05-12,1,8000,800,Ground out of 2,Adikmet,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
2022-06-23,2,20000,1200,Ground out of 1,Shaikpet,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-10,2,19000,1100,5 out of 5,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-06,1,14000,550,1 out of 5,Kondapur,Hyderabad,Unfurnished,Bachelors,1,Contact Agent
2022-06-11,4,200000,4761,1 out of 35,K P H B Phase 4,Hyderabad,Semi-Furnished,Bachelors,6,Contact Owner
2022-06-29,2,18500,920,3 out of 5,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Family,2,Contact Owner
2022-06-29,3,38000,1400,4 out of 6,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-10,3,67000,2310,3 out of 17,Madhapur,Hyderabad,Semi-Furnished,Family,3,Contact Agent
2022-05-12,2,5000,650,2 out of 3,Balanagar,Hyderabad,Unfurnished,Family,2,Contact Owner
2022-06-06,1,25000,700,5 out of 5,"Dwarakapuri, Punjagutta, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,1,7000,300,1 out of 3,"Khairatabad, NH 7",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,4,10000,100,1 out of 3,Old Nallakunta,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-02,2,25000,1050,1 out of 5,"Siddhi Vinayak Nagar, Madhapur",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-07-02,2,11000,1125,1 out of 2,"Gandhamguda, Bairagiguda",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-07-02,4,17000,1600,2 out of 5,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,4,Contact Owner
2022-06-17,3,47000,2400,1 out of 3,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors/Family,3,Contact Agent
2022-06-10,2,10000,650,3 out of 5,Vandanapuri colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-04-30,1,7500,1000,Ground out of 2,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,2,10000,900,1 out of 3,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-24,2,11000,1250,1 out of 3,Hyderabad Shah Guda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-28,2,21000,1020,8 out of 9,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-05-31,3,15000,1270,1,Tarnaka,Hyderabad,Furnished,Family,2,Contact Owner
2022-05-25,1,7500,600,3 out of 4,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-14,1,6500,500,2 out of 3,"Tellapur, Outer Ring Road",Hyderabad,Unfurnished,Bachelors,1,Contact Owner
2022-06-23,2,7500,800,2 out of 2,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-02,3,15000,1500,2 out of 4,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,11000,1200,2 out of 3,BHEL,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,23000,1900,1 out of 2,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-04-30,2,11000,950,2 out of 4,Nagole,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-04-30,1,8000,300,1 out of 3,Allwyn Colony,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-02,2,13000,1250,Ground out of 1,"Tellapur, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-09,2,17000,1200,2 out of 4,"Srini kunj Anasuya Enclave, Lingampally, Kachiguda, Hyderabad",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-07-09,2,16000,1100,2 out of 4,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,12000,1100,2 out of 4,Prem nagar-Erragadda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-18,2,20000,1500,1 out of 2,Jeedimetla,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-06,3,18000,1400,4 out of 5,"Saidabad Colony, Sayeedabad",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,50000,1742,11 out of 35,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent
2022-06-30,2,23000,1250,2 out of 4,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-20,1,16500,650,1 out of 6,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
2022-07-06,3,25000,1545,4 out of 6,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-04-29,1,13000,700,1 out of 2,"Mythri Nagar, Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,12000,1600,1 out of 5,Dr A.S. Rao Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,37000,1700,Ground out of 15,Gopanapalli,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2022-07-06,2,6500,920,Ground out of 27,Moula Ali,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-14,2,13000,1115,3 out of 5,"Bhagya Nagar Colony, Secunderabad",Hyderabad,Unfurnished,Family,2,Contact Owner
2022-05-09,3,17500,1000,2 out of 4,"Opp. Deccan college, Darusalam",Hyderabad,Semi-Furnished,Family,2,Contact Owner
2022-06-18,2,15000,1200,3 out of 5,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-14,1,4000,500,2 out of 3,Almasguda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-22,3,15000,1850,1 out of 1,"Tarapuri Colony, Secunderabad",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-30,1,9000,600,2 out of 2,Secretariat Hills,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-02,2,13000,200,3 out of 3,Puppalaguda,Hyderabad,Unfurnished,Family,2,Contact Owner
2022-05-20,3,25000,1500,1 out of 4,Serilingampally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-29,3,37000,2100,10 out of 20,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-22,3,25000,1250,1 out of 3,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-08,1,13000,800,3 out of 4,Hyderabad,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-15,3,20000,1450,1 out of 5,"Rethibowli, Mehdipatnam",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-29,3,37000,1960,8 out of 20,aparna sarovar grande,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-29,3,40000,1965,10 out of 14,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-29,3,45000,1834,15 out of 30,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-29,3,44000,1834,12 out of 30,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-16,2,15000,1150,1 out of 4,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-29,3,37000,1800,10 out of 20,"Nallagandla, Serilingampally",Hyderabad,Furnished,Bachelors/Family,3,Contact Agent
2022-06-07,2,12000,1000,3 out of 5,Vidya Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-14,2,8000,1200,1 out of 3,Dharmapuri Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-20,3,30000,2000,1 out of 1,Mithila Nagar-Banjara Hills,Hyderabad,Unfurnished,Bachelors/Family,5,Contact Owner
2022-06-14,1,12000,700,3 out of 4,Serilingampally,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-14,1,6000,400,2 out of 3,"Peerzadiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-25,2,9500,1250,1 out of 1,"Akshya nagar, Raghavendra colony, Road no:4,Boduppal",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-06-14,1,10000,500,1 out of 3,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-27,3,16000,1550,1 out of 4,Attapur,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-07-06,2,20000,1000,2 out of 4,Sri Nagar Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-17,2,10000,1200,1 out of 2,"Jaya Puri Colony, Nagole",Hyderabad,Unfurnished,Family,2,Contact Owner
2022-05-11,2,13000,1200,2 out of 3,"Dilsukh Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-03,2,17000,1200,5 out of 5,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2022-07-06,2,15000,1800,Ground out of 1,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
